Site ID,Sample_ID,Taxon,Order,FFG,Count,Life Stage,Comments,Body Length (mm),Dry mass (mg),Subsample,Area Sampled (m^2),Area of Subsample,Biomass (mg/m^2),Biomass (g/m^2),Dry mass regression/value source,as...,Reference,Calories per mg dry mass,as ... (Order),Calories per prey item
LO701_MANIP_SHADE,ORSU16EH001,Dicranota,Diptera,P,2,Larva,,9.8,2.219509056,1,1.125,1.125,1.972896939,0.001972897,0.0027*L^2.637,Dicranota sp.,"Benke, A. C. et al. 1999",8.552,Diptera aquatic,18.98124145
LO701_MANIP_SHADE,ORSU16EH001,Dicranota,Diptera,P,2,Larva,,10.8,2.867690008,1,1.125,1.125,2.549057785,0.002549058,0.0027*L^2.637,Dicranota sp.,"Benke, A. C. et al. 1999",8.552,Diptera aquatic,24.52448495
LO701_MANIP_SUN,ORSU16EH002,Dicranota,Diptera,P,6,Larva,,11.4,9.921403384,1,1.125,1.125,8.81902523,0.008819025,0.0027*L^2.637,Dicranota sp.,"Benke, A. C. et al. 1999",25.656,Diptera aquatic,254.5435252
LO701_REF,ORSU16EH003,Dicranota,Diptera,P,3,Larva,,10.7,4.197300283,1,1.125,1.125,3.730933585,0.003730934,0.0027*L^2.637,Dicranota sp.,"Benke, A. C. et al. 1999",12.828,Diptera aquatic,53.84296804
LO703_MANIP_SHADE,ORSU16EH004,Dicranota,Diptera,P,4,Larva,,6.1,1.271564898,1,1.125,1.125,1.130279909,0.00113028,0.0027*L^2.637,Dicranota sp.,"Benke, A. C. et al. 1999",17.104,Diptera aquatic,21.74884601
LO701_MANIP_SHADE,ORSU16EH001,Empididae,Diptera,P,1,Pupa,,3.5,0.085965352,1,1.125,1.125,0.076413646,7.64136E-05,(-5.26)+2.24*lnL,Diptera (pupae),"Burgherr, P. and E. Meyer 1997",4.823,Insecta aquatic,0.414610891
LO703_REF,ORSU16EH006,Empididae,Diptera,P,1,Pupa,,4,0.115937893,0.63,1.125,0.7125,0.16271985,0.00016272,(-5.26)+2.24*lnL,Diptera (pupae),"Burgherr, P. and E. Meyer 1997",4.823,Insecta aquatic,0.55916846
LO703_REF,ORSU16EH006,Ephemerella,Diptera,CG,4,Larva,,2,0.245739293,0.63,1.125,0.7125,0.344897253,0.000344897,0.0097*L^2.663,Ephemerella sp.,"Benke, A. C. et al. 1999",21.876,Ephemeroptera,5.375792769
LO703_MANIP_SHADE,ORSU16EH004,Eukiefferiella,Diptera,CG,2,Pupa,,2,0.049084934,1,1.125,1.125,0.043631052,4.36311E-05,(-5.26)+2.24*lnL,Diptera (pupae),"Burgherr, P. and E. Meyer 1997",9.646,Insecta aquatic,0.473473272
LO703_MANIP_SHADE,ORSU16EH004,Eukiefferiella,Diptera,CG,2,Pupa,,2.4,0.073843828,1,1.125,1.125,0.065638958,0.000065639,(-5.26)+2.24*lnL,Diptera (pupae),"Burgherr, P. and E. Meyer 1997",9.646,Insecta aquatic,0.712297564
MR404_REF,ORSU16EH009,Eukiefferiella,Diptera,CG,1,Larva,,1.8,0.019933871,1,1.125,1.125,0.017718996,0.000017719,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",5.424,Chironomidae,0.108121316
MR404_REF,ORSU16EH009,Eukiefferiella Brehmi Gr.,Diptera,CG,1,Larva,,2.6,0.046784026,1,1.125,1.125,0.041585801,4.15858E-05,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",5.424,Chironomidae,0.25375656
LO701_REF,ORSU16EH003,Eukiefferiella Claripennis Gr.,Diptera,CG,2,Larva,,2.3,0.070404109,1,1.125,1.125,0.06258143,6.25814E-05,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",10.848,Chironomidae,0.763743771
LO701_REF,ORSU16EH003,Eukiefferiella Claripennis Gr.,Diptera,CG,2,Larva,,3.7,0.21213749,1,1.125,1.125,0.188566658,0.000188567,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",10.848,Chironomidae,2.301267486
LO703_REF,ORSU16EH006,Eukiefferiella Coerulescens Gr.,Diptera,CG,1,Larva,,2.2,0.031752655,0.63,1.125,0.7125,0.04456513,4.45651E-05,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",5.424,Chironomidae,0.172226402
MR404_REF,ORSU16EH009,Eukiefferiella Coerulescens Gr.,Diptera,CG,1,Larva,,1.6,0.015167632,1,1.125,1.125,0.01348234,1.34823E-05,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",5.424,Chironomidae,0.082269237
LO703_MANIP_SUN,ORSU16EH005,Eukiefferiella Gracei Gr.,Diptera,CG,4,Larva,,2.7,0.204260012,1,1.125,1.125,0.181564455,0.000181564,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",21.696,Chironomidae,4.431625224
LO703_MANIP_SUN,ORSU16EH005,Eukiefferiella Gracei Gr.,Diptera,CG,4,Larva,,3.3,0.325365695,1,1.125,1.125,0.289213951,0.000289214,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",21.696,Chironomidae,7.059134122
LO703_REF,ORSU16EH006,Eukiefferiella Gracei Gr.,Diptera,CG,7,Larva,,1.4,0.07788871,0.63,1.125,0.7125,0.109317488,0.000109317,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",37.968,Chironomidae,2.957278546
LO703_REF,ORSU16EH006,Eukiefferiella Gracei Gr.,Diptera,CG,7,Larva,,1.9,0.158185191,0.63,1.125,0.7125,0.222014303,0.000222014,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",37.968,Chironomidae,6.005975333
LO703_REF,ORSU16EH006,Eukiefferiella Gracei Gr.,Diptera,CG,7,Larva,,3.2,0.530158122,0.63,1.125,0.7125,0.744081575,0.000744082,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",37.968,Chironomidae,20.12904357
LO701_MANIP_SUN,ORSU16EH002,Eukiefferiella Pseudomontana Gr.,Diptera,CG,1,Larva,,4.1,0.134591607,1,1.125,1.125,0.119636984,0.000119637,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",5.424,Chironomidae,0.730024874
LO703_MANIP_SUN,ORSU16EH005,Eukiefferiella Pseudomontana Gr.,Diptera,CG,3,Larva,,3.6,0.29860872,1,1.125,1.125,0.265429973,0.00026543,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",16.272,Chironomidae,4.858961093
LO703_REF,ORSU16EH006,Eukiefferiella Pseudomontana Gr.,Diptera,CG,1,Larva,,2.6,0.046784026,0.63,1.125,0.7125,0.065661791,6.56618E-05,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",5.424,Chironomidae,0.25375656
LO701_MANIP_SUN,ORSU16EH002,Glutops,Diptera,P,1,Larva,,7.1,0.632566658,1,1.125,1.125,0.562281474,0.000562281,(-5.221)+2.43*lnL,Diptera,"Smock, L.A. 1980",4.276,Diptera aquatic,2.704855032
LO703_REF,ORSU16EH006,Glutops,Diptera,P,2,Larva,,4.4,0.395520055,0.63,1.125,0.7125,0.555115867,0.000555116,(-5.221)+2.43*lnL,Diptera,"Smock, L.A. 1980",8.552,Diptera aquatic,3.382487508
LO703_REF,ORSU16EH006,Glutops,Diptera,P,2,Larva,,5.2,0.593562739,0.63,1.125,0.7125,0.833070511,0.000833071,(-5.221)+2.43*lnL,Diptera,"Smock, L.A. 1980",8.552,Diptera aquatic,5.076148546
MR404_MANIP_SHADE,ORSU16EH007,Hexatoma,Diptera,P,1,Larva,,11,2.121801251,1,1.125,1.125,1.886045556,0.001886046,0.0042*L^2.596,Hexatoma spp.,"Benke, A. C. et al. 1999",4.276,Diptera aquatic,9.072822148
MR404_MANIP_SUN,ORSU16EH008,Hexatoma,Diptera,P,1,Larva,,17,6.568930852,1,1.125,1.125,5.839049646,0.00583905,0.0042*L^2.596,Hexatoma spp.,"Benke, A. C. et al. 1999",4.276,Diptera aquatic,28.08874832
MR404_REF,ORSU16EH009,Hexatoma,Diptera,P,3,Larva,,8.5,3.259433135,1,1.125,1.125,2.897273898,0.002897274,0.0042*L^2.596,Hexatoma spp.,"Benke, A. C. et al. 1999",12.828,Diptera aquatic,41.81200826
MR404_REF,ORSU16EH009,Hexatoma,Diptera,P,3,Larva,,15,14.2397857,1,1.125,1.125,12.65758729,0.012657587,0.0042*L^2.596,Hexatoma spp.,"Benke, A. C. et al. 1999",12.828,Diptera aquatic,182.667971
LO703_REF,ORSU16EH006,Hydrobaenus,Diptera,CG,1,Larva,,5.6,0.277431425,0.63,1.125,0.7125,0.389377439,0.000389377,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",5.424,Chironomidae,1.504788048
LO703_REF,ORSU16EH006,Larsia,Diptera,P,1,Larva,,2.2,0.01870929,0.63,1.125,0.7125,0.026258653,2.62587E-05,0.0026*L^2.503,Tanypodinae,"Benke, A. C. et al. 1999",5.424,Chironomidae,0.101479192
LO701_MANIP_SHADE,ORSU16EH001,Micropsectra,Diptera,CG,1,Larva,,4.7,0.054522146,1,1.125,1.125,0.04846413,4.84641E-05,0.0076*L^2.601,Tanytarsini,"Benke, A. C. et al. 1999",5.424,Chironomidae,0.295728121
LO701_MANIP_SHADE,ORSU16EH001,Micropsectra,Diptera,CG,1,Pupa,,1.6,0.014888117,1,1.125,1.125,0.013233882,1.32339E-05,(-5.26)+2.24*lnL,Diptera (pupae),"Burgherr, P. and E. Meyer 1997",4.823,Insecta aquatic,0.07180539
LO701_REF,ORSU16EH003,Micropsectra,Diptera,CG,9,Larva,,2.3,0.069843506,1,1.125,1.125,0.062083116,6.20831E-05,0.0076*L^2.601,Tanytarsini,"Benke, A. C. et al. 1999",48.816,Chironomidae,3.409480598
LO701_REF,ORSU16EH003,Micropsectra,Diptera,CG,9,Larva,,3.7,0.255497585,1,1.125,1.125,0.227108964,0.000227109,0.0076*L^2.601,Tanytarsini,"Benke, A. C. et al. 1999",48.816,Chironomidae,12.47237012
LO703_MANIP_SHADE,ORSU16EH004,Micropsectra,Diptera,CG,9,Larva,,2.9,0.131448076,1,1.125,1.125,0.116842734,0.000116843,0.0076*L^2.601,Tanytarsini,"Benke, A. C. et al. 1999",48.816,Chironomidae,6.416769292
LO703_MANIP_SHADE,ORSU16EH004,Micropsectra,Diptera,CG,9,Larva,,3.5,0.219558432,1,1.125,1.125,0.195163051,0.000195163,0.0076*L^2.601,Tanytarsini,"Benke, A. C. et al. 1999",48.816,Chironomidae,10.71796444
LO703_MANIP_SHADE,ORSU16EH004,Micropsectra,Diptera,CG,9,Larva,,4.6,0.462738742,1,1.125,1.125,0.411323326,0.000411323,0.0076*L^2.601,Tanytarsini,"Benke, A. C. et al. 1999",48.816,Chironomidae,22.58905441
LO703_MANIP_SHADE,ORSU16EH004,Micropsectra,Diptera,CG,1,Pupa,,2.8,0.052148883,1,1.125,1.125,0.046354563,4.63546E-05,(-5.26)+2.24*lnL,Diptera (pupae),"Burgherr, P. and E. Meyer 1997",4.823,Insecta aquatic,0.251514065
LO703_MANIP_SUN,ORSU16EH005,Micropsectra,Diptera,CG,4,Larva,,4.1,0.150253411,1,1.125,1.125,0.133558588,0.000133559,0.0076*L^2.601,Tanytarsini,"Benke, A. C. et al. 1999",21.696,Chironomidae,3.259898001
LO703_MANIP_SUN,ORSU16EH005,Micropsectra,Diptera,CG,4,Larva,,5.7,0.369127656,1,1.125,1.125,0.328113472,0.000328113,0.0076*L^2.601,Tanytarsini,"Benke, A. C. et al. 1999",21.696,Chironomidae,8.008593619
LO703_REF,ORSU16EH006,Micropsectra,Diptera,CG,13,Larva,,2.1,0.078713201,0.63,1.125,0.7125,0.110474668,0.000110475,0.0076*L^2.601,Tanytarsini,"Benke, A. C. et al. 1999",70.512,Chironomidae,5.550225245
LO703_REF,ORSU16EH006,Micropsectra,Diptera,CG,13,Larva,,3.7,0.369052067,0.63,1.125,0.7125,0.517967813,0.000517968,0.0076*L^2.601,Tanytarsini,"Benke, A. C. et al. 1999",70.512,Chironomidae,26.02259938
LO703_REF,ORSU16EH006,Micropsectra,Diptera,CG,13,Larva,,4.2,0.521503711,0.63,1.125,0.7125,0.731935033,0.000731935,0.0076*L^2.601,Tanytarsini,"Benke, A. C. et al. 1999",70.512,Chironomidae,36.7722697
LO703_REF,ORSU16EH006,Micropsectra,Diptera,CG,1,Pupa,,2.5,0.040457277,0.63,1.125,0.7125,0.056782143,5.67821E-05,(-5.26)+2.24*lnL,Diptera (pupae),"Burgherr, P. and E. Meyer 1997",4.823,Insecta aquatic,0.195125445
MR404_MANIP_SHADE,ORSU16EH007,Micropsectra,Diptera,CG,1,Larva,,1.9,0.004608184,1,1.125,1.125,0.004096164,4.09616E-06,0.0076*L^2.601,Tanytarsini,"Benke, A. C. et al. 1999",5.424,Chironomidae,0.02499479
MR404_REF,ORSU16EH009,Micropsectra,Diptera,CG,2,Larva,,2.3,0.015520779,1,1.125,1.125,0.013796248,1.37962E-05,0.0076*L^2.601,Tanytarsini,"Benke, A. C. et al. 1999",10.848,Chironomidae,0.168369412
MR404_MANIP_SHADE,ORSU16EH007,Microtendipes,Diptera,CF,1,Larva,,3.2,0.021692059,1,1.125,1.125,0.01928183,1.92818E-05,0.0007*L^2.952,Chironomini,"Benke, A. C. et al. 1999",5.424,Chironomini,0.117657728
LO701_MANIP_SHADE,ORSU16EH001,Neoplasta,Diptera,P,1,Larva,,2.3,0.046062432,1,1.125,1.125,0.040944384,4.09444E-05,(-5.3506)+2.7288*lnL,Empididae,"Meyer, E. 1989",4.276,Diptera aquatic,0.196962959
MR404_REF,ORSU16EH009,Nilotanypus,Diptera,P,1,Larva,,2,0.014738437,1,1.125,1.125,0.013100833,1.31008E-05,0.0026*L^2.503,Tanypodinae,"Benke, A. C. et al. 1999",5.424,Chironomidae,0.079941282
LO703_MANIP_SHADE,ORSU16EH004,Oreodytes,Diptera,P,1,Adult,,2.8,0.810623595,1,1.125,1.125,0.720554307,0.000720554,(-2.784)+2.50*lnL,Hydroporus spp.,"Smock, L.A. 1980",4.823,Insecta aquatic,3.909637599
MR404_MANIP_SUN,ORSU16EH008,Oreodytes,Diptera,P,1,Adult,,2.3,0.495728345,1,1.125,1.125,0.440647418,0.000440647,(-2.784)+2.50*lnL,Hydroporus spp.,"Smock, L.A. 1980",4.823,Insecta aquatic,2.39089781
LO703_MANIP_SHADE,ORSU16EH004,Oreogeton,Diptera,P,2,Larva,,3.6,0.312847151,1,1.125,1.125,0.278086356,0.000278086,(-5.3506)+2.7288*lnL,Empididae,"Meyer, E. 1989",8.552,Diptera aquatic,2.675468836
LO703_MANIP_SUN,ORSU16EH005,Oreogeton,Diptera,P,2,Larva,,3.5,0.289698882,1,1.125,1.125,0.257510117,0.00025751,(-5.3506)+2.7288*lnL,Empididae,"Meyer, E. 1989",8.552,Diptera aquatic,2.477504842
LO703_MANIP_SUN,ORSU16EH005,Oreogeton,Diptera,P,2,Larva,,7.5,2.318254526,1,1.125,1.125,2.06067069,0.002060671,(-5.3506)+2.7288*lnL,Empididae,"Meyer, E. 1989",8.552,Diptera aquatic,19.82571271
MR404_MANIP_SUN,ORSU16EH008,Oreogeton,Diptera,P,1,Larva,,3,0.095111367,1,1.125,1.125,0.084543437,8.45434E-05,(-5.3506)+2.7288*lnL,Empididae,"Meyer, E. 1989",4.276,Diptera aquatic,0.406696206
LO703_REF,ORSU16EH006,Orthocladiinae,Diptera,CG,1,Larva,,2.2,0.031752655,0.63,1.125,0.7125,0.04456513,4.45651E-05,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",5.424,Chironomidae,0.172226402
LO703_REF,ORSU16EH006,Orthocladiinae,Diptera,CG,1,Pupa,,2.3,0.033564592,0.63,1.125,0.7125,0.047108199,4.71082E-05,(-5.26)+2.24*lnL,Diptera (pupae),"Burgherr, P. and E. Meyer 1997",4.823,Insecta aquatic,0.161882029
MR404_REF,ORSU16EH009,Orthocladiinae,Diptera,CG,1,Pupa,,3,0.0608643,1,1.125,1.125,0.0541016,5.41016E-05,(-5.26)+2.24*lnL,Diptera (pupae),"Burgherr, P. and E. Meyer 1997",4.823,Insecta aquatic,0.293548521
LO701_REF,ORSU16EH003,Orthocladiinae sp. (RAI Taxon # 0001),Diptera,CG,1,Larva,,4.2,0.142330437,1,1.125,1.125,0.126515944,0.000126516,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",5.424,Chironomidae,0.772000291
LO703_MANIP_SUN,ORSU16EH005,Orthocladiinae sp. (RAI Taxon # 0001),Diptera,CG,1,Larva,,4.7,0.184767873,1,1.125,1.125,0.164238109,0.000164238,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",5.424,Chironomidae,1.002180945
LO701_REF,ORSU16EH003,Orthocladius,Diptera,CG,2,Larva,,0.8,0.006075167,1,1.125,1.125,0.005400148,5.40015E-06,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",10.848,Chironomidae,0.065903408
LO703_MANIP_SHADE,ORSU16EH004,Orthocladius,Diptera,CG,7,Larva,,1.8,0.139537096,1,1.125,1.125,0.124032974,0.000124033,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",37.968,Chironomidae,5.297944468
LO703_MANIP_SHADE,ORSU16EH004,Orthocladius,Diptera,CG,7,Larva,,3.2,0.530158122,1,1.125,1.125,0.471251664,0.000471252,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",37.968,Chironomidae,20.12904357
LO703_MANIP_SHADE,ORSU16EH004,Orthocladius,Diptera,CG,7,Larva,,4.3,1.05221451,1,1.125,1.125,0.935301787,0.000935302,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",37.968,Chironomidae,39.95048053
LO703_MANIP_SHADE,ORSU16EH004,Orthocladius,Diptera,CG,1,Pupa,,2.8,0.052148883,1,1.125,1.125,0.046354563,4.63546E-05,(-5.26)+2.24*lnL,Diptera (pupae),"Burgherr, P. and E. Meyer 1997",4.823,Insecta aquatic,0.251514065
LO703_MANIP_SUN,ORSU16EH005,Orthocladius,Diptera,CG,234,Larva,,2.6,10.94746219,1,1.125,1.125,9.731077502,0.009731078,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",1269.216,Chironomidae,13894.69417
LO703_MANIP_SUN,ORSU16EH005,Orthocladius,Diptera,CG,234,Larva,,4.7,43.23568235,1,1.125,1.125,38.43171764,0.038431718,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",1269.216,Chironomidae,54875.41981
LO703_MANIP_SUN,ORSU16EH005,Orthocladius,Diptera,CG,234,Larva,,6.6,95.0423613,1,1.125,1.125,84.48209893,0.084482099,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",1269.216,Chironomidae,120629.2856
LO703_MANIP_SUN,ORSU16EH005,Orthocladius,Diptera,CG,234,Larva,,7.9,144.2348274,1,1.125,1.125,128.2087355,0.128208735,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",1269.216,Chironomidae,183065.1507
LO703_MANIP_SUN,ORSU16EH005,Orthocladius,Diptera,CG,1,Pupa,,3.1,0.065503004,1,1.125,1.125,0.058224892,5.82249E-05,(-5.26)+2.24*lnL,Diptera (pupae),"Burgherr, P. and E. Meyer 1997",4.823,Insecta aquatic,0.315920989
LO703_REF,ORSU16EH006,Orthocladius,Diptera,CG,11,Larva,,2.3,0.387222598,0.63,1.125,0.7125,0.543470313,0.00054347,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",59.664,Chironomidae,23.10324906
LO703_REF,ORSU16EH006,Orthocladius,Diptera,CG,11,Larva,,2.8,0.611165383,0.63,1.125,0.7125,0.857775976,0.000857776,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",59.664,Chironomidae,36.46457139
LO703_REF,ORSU16EH006,Orthocladius,Diptera,CG,11,Larva,,3.5,1.025628257,0.63,1.125,0.7125,1.439478255,0.001439478,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",59.664,Chironomidae,61.19308432
LO703_REF,ORSU16EH006,Orthocladius,Diptera,CG,11,Larva,,4.7,2.032446606,0.63,1.125,0.7125,2.85255664,0.002852557,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",59.664,Chironomidae,121.2638943
LO703_REF,ORSU16EH006,Orthocladius,Diptera,CG,2,Pupa,,2.8,0.104297767,0.63,1.125,0.7125,0.146382831,0.000146383,(-5.26)+2.24*lnL,Diptera (pupae),"Burgherr, P. and E. Meyer 1997",9.646,Insecta aquatic,1.00605626
MR404_REF,ORSU16EH009,Orthocladius,Diptera,CG,2,Larva,,2.2,0.063505311,1,1.125,1.125,0.056449165,5.64492E-05,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",10.848,Chironomidae,0.688905609
LO701_MANIP_SUN,ORSU16EH002,Pagastia,Diptera,CG,3,Larva,,3.8,3,1,1.125,1.125,2.666666667,0.002666667,mean value,Diamesa spp.,"Meyer, E. 1989",16.272,Chironomidae,48.816
LO701_MANIP_SUN,ORSU16EH002,Pagastia,Diptera,CG,3,Larva,,4.6,3,1,1.125,1.125,2.666666667,0.002666667,mean value,Diamesa spp.,"Meyer, E. 1989",16.272,Chironomidae,48.816
LO703_MANIP_SUN,ORSU16EH005,Pagastia,Diptera,CG,18,Larva,,3.4,18,1,1.125,1.125,16,0.016,mean value,Diamesa spp.,"Meyer, E. 1989",97.632,Chironomidae,1757.376
LO703_MANIP_SUN,ORSU16EH005,Pagastia,Diptera,CG,18,Larva,,4.2,18,1,1.125,1.125,16,0.016,mean value,Diamesa spp.,"Meyer, E. 1989",97.632,Chironomidae,1757.376
LO703_MANIP_SUN,ORSU16EH005,Pagastia,Diptera,CG,18,Larva,,5.7,18,1,1.125,1.125,16,0.016,mean value,Diamesa spp.,"Meyer, E. 1989",97.632,Chironomidae,1757.376
LO703_MANIP_SUN,ORSU16EH005,Pagastia,Diptera,CG,18,Larva,,9.8,18,1,1.125,1.125,16,0.016,mean value,Diamesa spp.,"Meyer, E. 1989",97.632,Chironomidae,1757.376
LO703_REF,ORSU16EH006,Pagastia,Diptera,CG,19,Larva,,2.6,19,0.63,1.125,0.7125,26.66666667,0.026666667,mean value,Diamesa spp.,"Meyer, E. 1989",103.056,Chironomidae,1958.064
LO703_REF,ORSU16EH006,Pagastia,Diptera,CG,19,Larva,,4.3,19,0.63,1.125,0.7125,26.66666667,0.026666667,mean value,Diamesa spp.,"Meyer, E. 1989",103.056,Chironomidae,1958.064
LO703_REF,ORSU16EH006,Pagastia,Diptera,CG,19,Larva,,5.2,19,0.63,1.125,0.7125,26.66666667,0.026666667,mean value,Diamesa spp.,"Meyer, E. 1989",103.056,Chironomidae,1958.064
LO703_REF,ORSU16EH006,Pagastia,Diptera,CG,19,Larva,,6.8,19,0.63,1.125,0.7125,26.66666667,0.026666667,mean value,Diamesa spp.,"Meyer, E. 1989",103.056,Chironomidae,1958.064
MR404_REF,ORSU16EH009,Pagastia,Diptera,CG,1,Larva,,3.1,1,1,1.125,1.125,0.888888889,0.000888889,mean value,Diamesa spp.,"Meyer, E. 1989",5.424,Chironomidae,5.424
LO701_REF,ORSU16EH003,Parametriocnemus,Diptera,CG,1,Larva,,3.2,0.075736875,1,1.125,1.125,0.067321667,6.73217E-05,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",5.424,Chironomidae,0.410796808
LO703_REF,ORSU16EH006,Parametriocnemus,Diptera,CG,2,Larva,,4.5,0.334073831,0.63,1.125,0.7125,0.468875552,0.000468876,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",10.848,Chironomidae,3.624032917
MR404_MANIP_SHADE,ORSU16EH007,Parametriocnemus,Diptera,CG,1,Larva,,4.7,0.184767873,1,1.125,1.125,0.164238109,0.000164238,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",5.424,Chironomidae,1.002180945
MR404_MANIP_SHADE,ORSU16EH007,Parametriocnemus,Diptera,CG,1,Pupa,,3.4,0.080560805,1,1.125,1.125,0.071609604,7.16096E-05,(-5.26)+2.24*lnL,Diptera (pupae),"Burgherr, P. and E. Meyer 1997",4.823,Insecta aquatic,0.388544764
MR404_REF,ORSU16EH009,Parametriocnemus,Diptera,CG,4,Larva,,3.7,0.424274979,1,1.125,1.125,0.377133315,0.000377133,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",21.696,Chironomidae,9.205069945
MR404_REF,ORSU16EH009,Parametriocnemus,Diptera,CG,4,Larva,,4.1,0.538366426,1,1.125,1.125,0.478547934,0.000478548,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",21.696,Chironomidae,11.68039798
MR404_REF,ORSU16EH009,Parametriocnemus,Diptera,CG,4,Larva,,4.6,0.703100797,1,1.125,1.125,0.624978486,0.000624978,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",21.696,Chironomidae,15.2544749
LO701_REF,ORSU16EH003,Parorthocladius,Diptera,CG,1,Larva,,3.4,0.087174711,1,1.125,1.125,0.077488632,7.74886E-05,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",5.424,Chironomidae,0.472835633
LO703_MANIP_SHADE,ORSU16EH004,Parorthocladius,Diptera,CG,3,Larva,,2.9,0.18081899,1,1.125,1.125,0.160727991,0.000160728,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",16.272,Chironomidae,2.942286606
LO703_MANIP_SHADE,ORSU16EH004,Parorthocladius,Diptera,CG,3,Larva,,3.8,0.338515554,1,1.125,1.125,0.300902715,0.000300903,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",16.272,Chironomidae,5.508325096
LO703_MANIP_SUN,ORSU16EH005,Parorthocladius,Diptera,CG,8,Larva,,3.4,0.697397689,1,1.125,1.125,0.619909057,0.000619909,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",43.392,Chironomidae,30.26148053
LO703_MANIP_SUN,ORSU16EH005,Parorthocladius,Diptera,CG,8,Larva,,4.1,1.076732852,1,1.125,1.125,0.957095868,0.000957096,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",43.392,Chironomidae,46.72159193
LO703_REF,ORSU16EH006,Parorthocladius,Diptera,CG,43,Larva,,1.9,0.971709031,0.63,1.125,0.7125,1.363802149,0.001363802,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",233.232,Chironomidae,226.6336406
LO703_REF,ORSU16EH006,Parorthocladius,Diptera,CG,43,Larva,,2.6,2.011713138,0.63,1.125,0.7125,2.823457036,0.002823457,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",233.232,Chironomidae,469.1958786
LO703_REF,ORSU16EH006,Parorthocladius,Diptera,CG,43,Larva,,4.3,6.46360342,0.63,1.125,0.7125,9.071724098,0.009071724,(-5.279)+2.32*lnL,Chironominae/Orthocladiinae,"Smock, L.A. 1980",233.232,Chironomidae,1507.519153
