Taxon,CollDate,Stream,Treatment,Density,Size,FFG,Family
Despaxia,2017,W-100,N,0,S,SH,Leuctridae
Despaxia,2017,LOON,Y,7.407407407407407,S,SH,Leuctridae
Despaxia,2017,MCTE,N,0,S,SH,Leuctridae
Despaxia,2018,CHUCK,Y,22.22222222492428,S,SH,Leuctridae
Despaxia,2018,LOON,N,37.03703703703704,S,SH,Leuctridae
Despaxia,2018,LOON,Y,61.7283950617284,S,SH,Leuctridae
Despaxia,2017,W-100,Y,3.7037037037037037,S,SH,Leuctridae
Despaxia,2017,W-113,N,7.407407407407407,S,SH,Leuctridae
Despaxia,2017,W-113,Y,11.111111111111109,S,SH,Leuctridae
Despaxia,2017,LOON,N,0,S,SH,Leuctridae
Despaxia,2018,CHUCK,N,24.691358024691358,S,SH,Leuctridae
Dicranopselaphus variegatus,2017,W-113,Y,0,L,SCe,Psephenidae
Dicranopselaphus variegatus,2018,CHUCK,N,0,L,SCe,Psephenidae
Dicranopselaphus variegatus,2018,CHUCK,Y,0,L,SCe,Psephenidae
Dicranopselaphus variegatus,2017,CHUCK,N,0,L,SCe,Psephenidae
Dicranopselaphus variegatus,2017,CHUCK,Y,3.7037037037037037,L,SCe,Psephenidae
Dicranopselaphus variegatus,2017,LOON,N,0,L,SCe,Psephenidae
Dicranopselaphus variegatus,2017,LOON,Y,3.7037037037037037,L,SCe,Psephenidae
Dicranopselaphus variegatus,2017,W-113,N,0,L,SCe,Psephenidae
Dicranopselaphus variegatus,2018,LOON,N,0,L,SCe,Psephenidae
Dicranopselaphus variegatus,2018,LOON,Y,0,L,SCe,Psephenidae
Dicranopselaphus variegatus,2018,MCTE,N,0,L,SCe,Psephenidae
Dicranopselaphus variegatus,2018,MCTE,Y,0,L,SCe,Psephenidae
Dicranopselaphus variegatus,2017,MCTE,N,0,L,SCe,Psephenidae
Dicranopselaphus variegatus,2017,MCTE,Y,0,L,SCe,Psephenidae
Dicranopselaphus variegatus,2017,W-100,N,0,L,SCe,Psephenidae
Dicranopselaphus variegatus,2017,W-100,Y,0,L,SCe,Psephenidae
Dicranopselaphus variegatus,2018,W-113,Y,0,L,SCe,Psephenidae
Dicranopselaphus variegatus,2018,W-100,N,0,L,SCe,Psephenidae
Dicranopselaphus variegatus,2018,W-100,Y,0,L,SCe,Psephenidae
Dicranopselaphus variegatus,2018,W-113,N,0,L,SCe,Psephenidae
Dicranota,2018,W-100,N,4.62962962962963,L,P,Tipulidae
Dicranota,2018,MCTE,N,0,L,P,Tipulidae
Dicranota,2018,W-100,Y,0,L,P,Tipulidae
Dicranota,2018,W-113,N,0,L,P,Tipulidae
Dicranota,2018,MCTE,Y,0,L,P,Tipulidae
Dicranota,2018,W-113,Y,0,L,P,Tipulidae
Dicranota,2017,CHUCK,Y,0,L,P,Tipulidae
Dicranota,2017,LOON,N,0,L,P,Tipulidae
Dicranota,2017,LOON,Y,0,L,P,Tipulidae
Dicranota,2017,W-113,N,0,L,P,Tipulidae
Dicranota,2017,MCTE,Y,0,L,P,Tipulidae
Dicranota,2017,W-100,N,0,L,P,Tipulidae
Dicranota,2017,W-100,Y,0,L,P,Tipulidae
Dicranota,2018,LOON,Y,0,L,P,Tipulidae
Dicranota,2017,CHUCK,N,3.7037037037037037,L,P,Tipulidae
Dicranota,2017,W-113,Y,0,L,P,Tipulidae
Dicranota,2018,CHUCK,N,0,L,P,Tipulidae
Dicranota,2018,CHUCK,Y,0,L,P,Tipulidae
Dicranota,2017,MCTE,N,0,L,P,Tipulidae
Dicranota,2018,LOON,N,0,L,P,Tipulidae
Dixella,2017,W-113,Y,0,S,CG,Dixidae
Dixella,2018,CHUCK,N,0,S,CG,Dixidae
Dixella,2018,CHUCK,Y,11.11111111181219,S,CG,Dixidae
Dixella,2017,CHUCK,N,0,S,CG,Dixidae
Dixella,2017,CHUCK,Y,0,S,CG,Dixidae
Dixella,2017,LOON,N,0,S,CG,Dixidae
Dixella,2017,LOON,Y,0,S,CG,Dixidae
Dixella,2017,W-113,N,0,S,CG,Dixidae
Dixella,2018,LOON,N,0,S,CG,Dixidae
Dixella,2018,LOON,Y,0,S,CG,Dixidae
Dixella,2018,MCTE,N,31.746031749377238,S,CG,Dixidae
Dixella,2018,MCTE,Y,0,S,CG,Dixidae
Dixella,2017,MCTE,N,0,S,CG,Dixidae
Dixella,2017,MCTE,Y,0,S,CG,Dixidae
Dixella,2017,W-100,N,0,S,CG,Dixidae
Dixella,2017,W-100,Y,22.222222222222218,S,CG,Dixidae
Dixella,2018,W-113,Y,0,S,CG,Dixidae
Dixella,2018,W-100,N,0,S,CG,Dixidae
Dixella,2018,W-100,Y,0,S,CG,Dixidae
Dixella,2018,W-113,N,0,S,CG,Dixidae
Dixidae,2018,W-100,N,0,S,CG,Dixidae
Dixidae,2018,MCTE,N,0,S,CG,Dixidae
Dixidae,2018,W-100,Y,0,S,CG,Dixidae
Dixidae,2018,W-113,N,0,S,CG,Dixidae
Dixidae,2018,MCTE,Y,37.03703703703704,S,CG,Dixidae
Dixidae,2018,W-113,Y,0,S,CG,Dixidae
Dixidae,2017,CHUCK,Y,0,S,CG,Dixidae
Dixidae,2017,LOON,N,3.7037037037037037,S,CG,Dixidae
Dixidae,2017,LOON,Y,0,S,CG,Dixidae
Dixidae,2017,W-113,N,0,S,CG,Dixidae
Dixidae,2017,MCTE,Y,0,S,CG,Dixidae
Dixidae,2017,W-100,N,3.7037037037037037,S,CG,Dixidae
Dixidae,2017,W-100,Y,0,S,CG,Dixidae
Dixidae,2018,LOON,Y,49.382716049382715,S,CG,Dixidae
Dixidae,2017,CHUCK,N,0,S,CG,Dixidae
Dixidae,2017,W-113,Y,0,S,CG,Dixidae
Dixidae,2018,CHUCK,N,0,S,CG,Dixidae
Dixidae,2018,CHUCK,Y,44.44444445103849,S,CG,Dixidae
Dixidae,2017,MCTE,N,3.7037037037037037,S,CG,Dixidae
Dixidae,2018,LOON,N,12.345679012345679,S,CG,Dixidae
Doronueria,2017,W-113,Y,0,L,P,Perlidae
Doronueria,2018,CHUCK,N,0,L,P,Perlidae
Doronueria,2018,CHUCK,Y,0,L,P,Perlidae
Doronueria,2017,CHUCK,N,11.111111111111109,L,P,Perlidae
Doronueria,2017,CHUCK,Y,0,L,P,Perlidae
Doronueria,2017,LOON,N,0,L,P,Perlidae
Doronueria,2017,LOON,Y,0,L,P,Perlidae
Doronueria,2017,W-113,N,0,L,P,Perlidae
Doronueria,2018,W-100,Y,0,L,P,Perlidae
Doronueria,2018,W-113,N,0,L,P,Perlidae
Doronueria,2018,W-113,Y,0,L,P,Perlidae
Doronueria,2018,LOON,Y,0,L,P,Perlidae
Doronueria,2017,MCTE,N,0,L,P,Perlidae
Doronueria,2017,MCTE,Y,0,L,P,Perlidae
Doronueria,2018,LOON,N,0,L,P,Perlidae
Doronueria,2017,W-100,Y,0,L,P,Perlidae
Doronueria,2018,W-100,N,0,L,P,Perlidae
Doronueria,2017,W-100,N,0,L,P,Perlidae
Doronueria,2018,MCTE,N,15.873015873801817,L,P,Perlidae
Doronueria,2018,MCTE,Y,0,L,P,Perlidae
Drunella,2017,LOON,N,14.814814814814815,S,SCe,Ephemerellidae
Drunella,2018,MCTE,Y,37.03703703703704,S,SCe,Ephemerellidae
Drunella,2018,W-100,N,185.1851851851852,S,SCe,Ephemerellidae
Drunella,2018,W-113,N,0,S,SCe,Ephemerellidae
Drunella,2018,W-113,Y,311.1111111235556,S,SCe,Ephemerellidae
Drunella,2017,CHUCK,Y,88.88888888888887,S,SCe,Ephemerellidae
Drunella,2017,W-100,N,37.03703703703704,S,SCe,Ephemerellidae
Drunella,2018,W-100,Y,244.44444445422224,S,SCe,Ephemerellidae
Drunella,2017,CHUCK,N,74.07407407407408,S,SCe,Ephemerellidae
Drunella,2017,MCTE,Y,18.51851851851852,S,SCe,Ephemerellidae
Drunella,2018,LOON,Y,12.345679012345679,S,SCe,Ephemerellidae
Drunella,2017,LOON,Y,3.7037037037037037,S,SCe,Ephemerellidae
Drunella,2017,MCTE,N,22.222222222222218,S,SCe,Ephemerellidae
Drunella,2018,LOON,N,61.7283950617284,S,SCe,Ephemerellidae
Drunella,2017,W-113,Y,7.407407407407407,S,SCe,Ephemerellidae
Drunella,2018,MCTE,N,31.746031756089753,S,SCe,Ephemerellidae
Drunella,2017,W-100,Y,159.25925925925927,S,SCe,Ephemerellidae
Drunella,2017,W-113,N,7.407407407407407,S,SCe,Ephemerellidae
Drunella,2018,CHUCK,N,37.03703703703704,S,SCe,Ephemerellidae
Drunella,2018,CHUCK,Y,366.6666667254298,S,SCe,Ephemerellidae
Dubiraphia,2017,CHUCK,N,0,S,CG,Elmidae
Dubiraphia,2018,CHUCK,Y,11.111111113652056,S,CG,Elmidae
Dubiraphia,2018,LOON,N,0,S,CG,Elmidae
Dubiraphia,2018,LOON,Y,0,S,CG,Elmidae
Dubiraphia,2018,CHUCK,N,0,S,CG,Elmidae
Dubiraphia,2017,LOON,N,0,S,CG,Elmidae
Dubiraphia,2017,LOON,Y,0,S,CG,Elmidae
Dubiraphia,2017,MCTE,N,0,S,CG,Elmidae
Dubiraphia,2017,CHUCK,Y,0,S,CG,Elmidae
Dubiraphia,2017,MCTE,Y,0,S,CG,Elmidae
Dubiraphia,2018,MCTE,N,0,S,CG,Elmidae
Dubiraphia,2018,MCTE,Y,0,S,CG,Elmidae
Dubiraphia,2018,W-100,N,0,S,CG,Elmidae
Dubiraphia,2017,W-113,Y,0,S,CG,Elmidae
Dubiraphia,2017,W-100,N,0,S,CG,Elmidae
Dubiraphia,2017,W-100,Y,0,S,CG,Elmidae
Dubiraphia,2017,W-113,N,0,S,CG,Elmidae
Dubiraphia,2018,W-113,Y,0,S,CG,Elmidae
Dubiraphia,2018,W-100,Y,0,S,CG,Elmidae
Dubiraphia,2018,W-113,N,0,S,CG,Elmidae
Dyticidae,2018,W-100,Y,0,L,P,Dyticidae
Dyticidae,2018,W-100,N,0,L,P,Dyticidae
Dyticidae,2018,MCTE,Y,0,L,P,Dyticidae
Dyticidae,2018,W-113,N,0,L,P,Dyticidae
Dyticidae,2018,W-113,Y,0,L,P,Dyticidae
Dyticidae,2017,MCTE,Y,0,L,P,Dyticidae
Dyticidae,2017,W-113,Y,0,L,P,Dyticidae
Dyticidae,2017,LOON,N,0,L,P,Dyticidae
Dyticidae,2017,LOON,Y,0,L,P,Dyticidae
Dyticidae,2017,MCTE,N,0,L,P,Dyticidae
Dyticidae,2017,CHUCK,N,0,L,P,Dyticidae
Dyticidae,2017,W-100,N,0,L,P,Dyticidae
Dyticidae,2017,W-100,Y,0,L,P,Dyticidae
Dyticidae,2017,W-113,N,0,L,P,Dyticidae
Dyticidae,2018,LOON,N,24.691358024691358,L,P,Dyticidae
Dyticidae,2017,CHUCK,Y,0,L,P,Dyticidae
Dyticidae,2018,CHUCK,N,12.345679012345679,L,P,Dyticidae
Dyticidae,2018,CHUCK,Y,0,L,P,Dyticidae
Dyticidae,2018,LOON,Y,0,L,P,Dyticidae
Dyticidae,2018,MCTE,N,0,L,P,Dyticidae
Elmidae,2017,CHUCK,N,0,S,CG,Elmidae
Elmidae,2018,CHUCK,Y,0,S,CG,Elmidae
Elmidae,2018,LOON,N,12.345679012345679,S,CG,Elmidae
Elmidae,2018,LOON,Y,12.345679012345679,S,CG,Elmidae
Elmidae,2018,CHUCK,N,0,S,CG,Elmidae
Elmidae,2017,LOON,N,3.7037037037037037,S,CG,Elmidae
Elmidae,2017,LOON,Y,3.7037037037037037,S,CG,Elmidae
Elmidae,2017,MCTE,N,0,S,CG,Elmidae
Elmidae,2017,CHUCK,Y,0,S,CG,Elmidae
Elmidae,2017,MCTE,Y,0,S,CG,Elmidae
Elmidae,2018,MCTE,N,0,S,CG,Elmidae
Elmidae,2018,MCTE,Y,37.03703703703704,S,CG,Elmidae
Elmidae,2018,W-100,N,37.03703703703704,S,CG,Elmidae
Elmidae,2017,W-113,Y,29.62962962962963,S,CG,Elmidae
Elmidae,2017,W-100,N,51.85185185185185,S,CG,Elmidae
Elmidae,2017,W-100,Y,14.814814814814815,S,CG,Elmidae
Elmidae,2017,W-113,N,11.111111111111109,S,CG,Elmidae
Elmidae,2018,W-113,Y,22.222222223111114,S,CG,Elmidae
Elmidae,2018,W-100,Y,22.222222223111114,S,CG,Elmidae
Elmidae,2018,W-113,N,66.66666669333333,S,CG,Elmidae
Empididae,2018,W-100,Y,0,S,P,Empididae
Empididae,2018,W-100,N,0,S,P,Empididae
Empididae,2018,MCTE,Y,0,S,P,Empididae
Empididae,2018,W-113,N,0,S,P,Empididae
Empididae,2018,W-113,Y,0,S,P,Empididae
Empididae,2017,MCTE,Y,0,S,P,Empididae
Empididae,2017,W-113,Y,0,S,P,Empididae
Empididae,2017,LOON,N,3.7037037037037037,S,P,Empididae
Empididae,2017,LOON,Y,0,S,P,Empididae
Empididae,2017,MCTE,N,0,S,P,Empididae
Empididae,2017,CHUCK,N,0,S,P,Empididae
Empididae,2017,W-100,N,0,S,P,Empididae
Empididae,2017,W-100,Y,0,S,P,Empididae
Empididae,2017,W-113,N,0,S,P,Empididae
Empididae,2018,LOON,N,0,S,P,Empididae
Empididae,2017,CHUCK,Y,0,S,P,Empididae
Empididae,2018,CHUCK,N,0,S,P,Empididae
Empididae,2018,CHUCK,Y,0,S,P,Empididae
Empididae,2018,LOON,Y,0,S,P,Empididae
Empididae,2018,MCTE,N,0,S,P,Empididae
Epeorus,2017,CHUCK,N,7.407407407407407,S,SCe,Heptageniidae
Epeorus,2018,CHUCK,Y,11.11111111149219,S,SCe,Heptageniidae
Epeorus,2018,LOON,N,0,S,SCe,Heptageniidae
Epeorus,2018,LOON,Y,0,S,SCe,Heptageniidae
Epeorus,2018,CHUCK,N,12.345679012345679,S,SCe,Heptageniidae
Epeorus,2017,LOON,N,11.111111111111109,S,SCe,Heptageniidae
Epeorus,2017,LOON,Y,3.7037037037037037,S,SCe,Heptageniidae
Epeorus,2017,MCTE,N,7.407407407407407,S,SCe,Heptageniidae
Epeorus,2017,CHUCK,Y,0,S,SCe,Heptageniidae
Epeorus,2018,W-113,N,0,S,SCe,Heptageniidae
Epeorus,2018,W-113,Y,44.44444444622223,S,SCe,Heptageniidae
Epeorus,2018,MCTE,N,0,S,SCe,Heptageniidae
Epeorus,2018,MCTE,Y,0,S,SCe,Heptageniidae
Epeorus,2017,MCTE,Y,3.7037037037037037,S,SCe,Heptageniidae
Epeorus,2017,W-100,N,18.51851851851852,S,SCe,Heptageniidae
Epeorus,2017,W-100,Y,3.7037037037037037,S,SCe,Heptageniidae
Epeorus,2017,W-113,N,14.814814814814815,S,SCe,Heptageniidae
Epeorus,2017,W-113,Y,0,S,SCe,Heptageniidae
Epeorus,2018,W-100,Y,0,S,SCe,Heptageniidae
Epeorus,2018,W-100,N,0,S,SCe,Heptageniidae
Ephemerella,2018,W-113,N,0,S,SCe,Ephemerellidae
Ephemerella,2018,W-113,Y,0,S,SCe,Ephemerellidae
Ephemerella,2017,LOON,Y,0,S,SCe,Ephemerellidae
Ephemerella,2018,W-100,Y,0,S,SCe,Ephemerellidae
Ephemerella,2018,MCTE,Y,0,S,SCe,Ephemerellidae
Ephemerella,2017,LOON,N,0,S,SCe,Ephemerellidae
Ephemerella,2018,W-100,N,0,S,SCe,Ephemerellidae
Ephemerella,2017,W-100,Y,0,S,SCe,Ephemerellidae
Ephemerella,2017,MCTE,N,0,S,SCe,Ephemerellidae
Ephemerella,2017,CHUCK,Y,0,S,SCe,Ephemerellidae
Ephemerella,2017,W-100,N,0,S,SCe,Ephemerellidae
Ephemerella,2018,LOON,Y,0,S,SCe,Ephemerellidae
Ephemerella,2017,W-113,N,0,S,SCe,Ephemerellidae
Ephemerella,2017,MCTE,Y,0,S,SCe,Ephemerellidae
Ephemerella,2017,W-113,Y,0,S,SCe,Ephemerellidae
Ephemerella,2018,CHUCK,N,12.345679012345679,S,SCe,Ephemerellidae
Ephemerella,2018,MCTE,N,15.873015874475351,S,SCe,Ephemerellidae
Ephemerella,2017,CHUCK,N,0,S,SCe,Ephemerellidae
Ephemerella,2018,CHUCK,Y,0,S,SCe,Ephemerellidae
Ephemerella,2018,LOON,N,0,S,SCe,Ephemerellidae
Ephemerellidae,2017,CHUCK,N,0,S,SCe,Ephemerellidae
Ephemerellidae,2017,CHUCK,Y,0,S,SCe,Ephemerellidae
Ephemerellidae,2018,LOON,N,0,S,SCe,Ephemerellidae
Ephemerellidae,2018,LOON,Y,0,S,SCe,Ephemerellidae
Ephemerellidae,2018,MCTE,N,0,S,SCe,Ephemerellidae
Ephemerellidae,2017,LOON,N,0,S,SCe,Ephemerellidae
Ephemerellidae,2017,LOON,Y,0,S,SCe,Ephemerellidae
Ephemerellidae,2017,MCTE,N,0,S,SCe,Ephemerellidae
Ephemerellidae,2017,MCTE,Y,0,S,SCe,Ephemerellidae
Ephemerellidae,2017,W-100,N,0,S,SCe,Ephemerellidae
Ephemerellidae,2018,CHUCK,Y,11.111111113572088,S,SCe,Ephemerellidae
Ephemerellidae,2018,MCTE,Y,0,S,SCe,Ephemerellidae
Ephemerellidae,2018,W-100,N,0,S,SCe,Ephemerellidae
Ephemerellidae,2018,W-100,Y,0,S,SCe,Ephemerellidae
Ephemerellidae,2018,W-113,N,44.444444462222215,S,SCe,Ephemerellidae
Ephemerellidae,2017,W-100,Y,0,S,SCe,Ephemerellidae
Ephemerellidae,2017,W-113,N,0,S,SCe,Ephemerellidae
Ephemerellidae,2017,W-113,Y,0,S,SCe,Ephemerellidae
Ephemerellidae,2018,CHUCK,N,0,S,SCe,Ephemerellidae
Ephemerellidae,2018,W-113,Y,0,S,SCe,Ephemerellidae
Gerridae,2018,W-113,N,0,L,P,Gerridae
Gerridae,2018,W-113,Y,0,L,P,Gerridae
Gerridae,2017,W-100,N,0,L,P,Gerridae
Gerridae,2018,W-100,N,0,L,P,Gerridae
Gerridae,2018,W-100,Y,0,L,P,Gerridae
Gerridae,2017,MCTE,Y,0,L,P,Gerridae
Gerridae,2017,W-113,Y,0,L,P,Gerridae
Gerridae,2018,CHUCK,N,0,L,P,Gerridae
Gerridae,2017,W-100,Y,0,L,P,Gerridae
Gerridae,2017,MCTE,N,0,L,P,Gerridae
Gerridae,2017,CHUCK,N,0,L,P,Gerridae
Gerridae,2017,CHUCK,Y,0,L,P,Gerridae
Gerridae,2018,CHUCK,Y,0,L,P,Gerridae
Gerridae,2017,W-113,N,0,L,P,Gerridae
Gerridae,2018,LOON,N,0,L,P,Gerridae
Gerridae,2018,LOON,Y,0,L,P,Gerridae
Gerridae,2017,LOON,N,0,L,P,Gerridae
Gerridae,2017,LOON,Y,0,L,P,Gerridae
Gerridae,2018,MCTE,N,0,L,P,Gerridae
Gerridae,2018,MCTE,Y,37.03703703703704,L,P,Gerridae
Glossosoma,2017,CHUCK,N,0,S,SCi,Glossostomatidae
Glossosoma,2017,CHUCK,Y,0,S,SCi,Glossostomatidae
Glossosoma,2018,LOON,N,98.76543209876543,S,SCi,Glossostomatidae
Glossosoma,2018,LOON,Y,111.11111111111113,S,SCi,Glossostomatidae
Glossosoma,2018,MCTE,N,15.873015879885758,S,SCi,Glossostomatidae
Glossosoma,2017,LOON,N,0,S,SCi,Glossostomatidae
Glossosoma,2017,LOON,Y,0,S,SCi,Glossostomatidae
Glossosoma,2017,MCTE,N,3.7037037037037037,S,SCi,Glossostomatidae
Glossosoma,2017,MCTE,Y,0,S,SCi,Glossostomatidae
Glossosoma,2017,W-100,N,0,S,SCi,Glossostomatidae
Glossosoma,2018,CHUCK,Y,77.77777779036482,S,SCi,Glossostomatidae
Glossosoma,2018,MCTE,Y,111.11111111111113,S,SCi,Glossostomatidae
Glossosoma,2018,W-100,N,55.555555555555564,S,SCi,Glossostomatidae
Glossosoma,2018,W-100,Y,222.22222223111112,S,SCi,Glossostomatidae
Glossosoma,2018,W-113,N,133.33333338666665,S,SCi,Glossostomatidae
Glossosoma,2017,W-100,Y,11.111111111111109,S,SCi,Glossostomatidae
Glossosoma,2017,W-113,N,14.814814814814815,S,SCi,Glossostomatidae
Glossosoma,2017,W-113,Y,40.74074074074074,S,SCi,Glossostomatidae
Glossosoma,2018,CHUCK,N,185.1851851851852,S,SCi,Glossostomatidae
Glossosoma,2018,W-113,Y,177.7777777848889,S,SCi,Glossostomatidae
Heptageniidae,2018,W-113,N,355.5555556977777,L,SCe,Heptageniidae
Heptageniidae,2018,W-113,Y,311.1111111235556,L,SCe,Heptageniidae
Heptageniidae,2017,W-100,N,218.5185185185185,L,SCe,Heptageniidae
Heptageniidae,2018,W-100,N,222.22222222222226,L,SCe,Heptageniidae
Heptageniidae,2018,W-100,Y,200.00000000800003,L,SCe,Heptageniidae
Heptageniidae,2017,MCTE,Y,11.111111111111109,L,SCe,Heptageniidae
Heptageniidae,2017,W-113,Y,29.62962962962963,L,SCe,Heptageniidae
Heptageniidae,2018,CHUCK,N,123.4567901234568,L,SCe,Heptageniidae
Heptageniidae,2017,W-100,Y,25.925925925925924,L,SCe,Heptageniidae
Heptageniidae,2017,MCTE,N,44.444444444444436,L,SCe,Heptageniidae
Heptageniidae,2017,CHUCK,N,3.7037037037037037,L,SCe,Heptageniidae
Heptageniidae,2017,CHUCK,Y,62.96296296296296,L,SCe,Heptageniidae
Heptageniidae,2018,CHUCK,Y,244.4444444741772,L,SCe,Heptageniidae
Heptageniidae,2017,W-113,N,7.407407407407407,L,SCe,Heptageniidae
Heptageniidae,2018,LOON,N,12.345679012345679,L,SCe,Heptageniidae
Heptageniidae,2018,LOON,Y,111.11111111111113,L,SCe,Heptageniidae
Heptageniidae,2017,LOON,N,0,L,SCe,Heptageniidae
Heptageniidae,2017,LOON,Y,29.62962962962963,L,SCe,Heptageniidae
Heptageniidae,2018,MCTE,N,95.23809526020966,L,SCe,Heptageniidae
Heptageniidae,2018,MCTE,Y,222.22222222222226,L,SCe,Heptageniidae
Hesperoperla,2017,CHUCK,N,0,L,P,Perlidae
Hesperoperla,2017,CHUCK,Y,0,L,P,Perlidae
Hesperoperla,2018,LOON,N,0,L,P,Perlidae
Hesperoperla,2018,LOON,Y,0,L,P,Perlidae
Hesperoperla,2018,MCTE,N,0,L,P,Perlidae
Hesperoperla,2017,LOON,N,0,L,P,Perlidae
Hesperoperla,2017,LOON,Y,0,L,P,Perlidae
Hesperoperla,2017,MCTE,N,0,L,P,Perlidae
Hesperoperla,2017,MCTE,Y,0,L,P,Perlidae
Hesperoperla,2017,W-100,N,0,L,P,Perlidae
Hesperoperla,2018,CHUCK,Y,0,L,P,Perlidae
Hesperoperla,2017,W-100,Y,0,L,P,Perlidae
Hesperoperla,2018,MCTE,Y,0,L,P,Perlidae
Hesperoperla,2018,W-100,N,148.14814814814815,L,P,Perlidae
Hesperoperla,2018,W-100,Y,0,L,P,Perlidae
Hesperoperla,2018,W-113,Y,0,L,P,Perlidae
Hesperoperla,2017,W-113,N,0,L,P,Perlidae
Hesperoperla,2017,W-113,Y,0,L,P,Perlidae
Hesperoperla,2018,CHUCK,N,0,L,P,Perlidae
Hesperoperla,2018,W-113,N,0,L,P,Perlidae
Hexatoma,2018,W-113,N,0,L,P,Tipulidae
Hexatoma,2018,W-113,Y,0,L,P,Tipulidae
Hexatoma,2017,LOON,Y,3.7037037037037037,L,P,Tipulidae
Hexatoma,2017,MCTE,Y,7.407407407407407,L,P,Tipulidae
Hexatoma,2018,W-100,N,32.40740740740741,L,P,Tipulidae
Hexatoma,2018,W-100,Y,0,L,P,Tipulidae
Hexatoma,2017,MCTE,N,0,L,P,Tipulidae
Hexatoma,2018,MCTE,Y,0,L,P,Tipulidae
Hexatoma,2017,W-113,Y,0,L,P,Tipulidae
Hexatoma,2017,W-100,N,0,L,P,Tipulidae
Hexatoma,2017,W-100,Y,0,L,P,Tipulidae
Hexatoma,2017,W-113,N,0,L,P,Tipulidae
Hexatoma,2017,CHUCK,N,0,L,P,Tipulidae
Hexatoma,2018,CHUCK,N,0,L,P,Tipulidae
Hexatoma,2017,LOON,N,0,L,P,Tipulidae
Hexatoma,2018,CHUCK,Y,0,L,P,Tipulidae
Hexatoma,2018,LOON,N,0,L,P,Tipulidae
Hexatoma,2017,CHUCK,Y,3.7037037037037037,L,P,Tipulidae
Hexatoma,2018,MCTE,N,0,L,P,Tipulidae
Hexatoma,2018,LOON,Y,0,L,P,Tipulidae
Hydrophilidae,2017,CHUCK,Y,0,L,CG,Hydrophilidae
Hydrophilidae,2017,LOON,N,0,L,CG,Hydrophilidae
Hydrophilidae,2017,CHUCK,N,0,L,CG,Hydrophilidae
Hydrophilidae,2018,LOON,Y,0,L,CG,Hydrophilidae
Hydrophilidae,2018,MCTE,N,0,L,CG,Hydrophilidae
Hydrophilidae,2018,MCTE,Y,0,L,CG,Hydrophilidae
Hydrophilidae,2017,LOON,Y,0,L,CG,Hydrophilidae
Hydrophilidae,2017,MCTE,N,0,L,CG,Hydrophilidae
Hydrophilidae,2017,MCTE,Y,0,L,CG,Hydrophilidae
Hydrophilidae,2017,W-100,N,22.222222222222218,L,CG,Hydrophilidae
Hydrophilidae,2017,W-100,Y,7.407407407407407,L,CG,Hydrophilidae
Hydrophilidae,2018,LOON,N,0,L,CG,Hydrophilidae
Hydrophilidae,2018,W-100,N,0,L,CG,Hydrophilidae
Hydrophilidae,2018,W-100,Y,0,L,CG,Hydrophilidae
Hydrophilidae,2018,W-113,N,0,L,CG,Hydrophilidae
Hydrophilidae,2018,W-113,Y,0,L,CG,Hydrophilidae
Hydrophilidae,2017,W-113,N,0,L,CG,Hydrophilidae
Hydrophilidae,2017,W-113,Y,0,L,CG,Hydrophilidae
Hydrophilidae,2018,CHUCK,N,0,L,CG,Hydrophilidae
Hydrophilidae,2018,CHUCK,Y,0,L,CG,Hydrophilidae
Hydropsychidae,2018,W-113,Y,0,L,CF,Hydropsychidae
Hydropsychidae,2017,MCTE,Y,0,L,CF,Hydropsychidae
Hydropsychidae,2017,W-100,N,0,L,CF,Hydropsychidae
Hydropsychidae,2017,W-100,Y,14.814814814814815,L,CF,Hydropsychidae
Hydropsychidae,2018,W-100,Y,0,L,CF,Hydropsychidae
Hydropsychidae,2018,W-113,N,0,L,CF,Hydropsychidae
Hydropsychidae,2017,W-113,Y,3.7037037037037037,L,CF,Hydropsychidae
Hydropsychidae,2018,CHUCK,N,0,L,CF,Hydropsychidae
Hydropsychidae,2018,CHUCK,Y,0,L,CF,Hydropsychidae
Hydropsychidae,2017,W-113,N,0,L,CF,Hydropsychidae
Hydropsychidae,2017,CHUCK,N,0,L,CF,Hydropsychidae
Hydropsychidae,2017,CHUCK,Y,0,L,CF,Hydropsychidae
Hydropsychidae,2017,LOON,N,0,L,CF,Hydropsychidae
Hydropsychidae,2018,LOON,N,0,L,CF,Hydropsychidae
Hydropsychidae,2017,MCTE,N,0,L,CF,Hydropsychidae
Hydropsychidae,2018,LOON,Y,0,L,CF,Hydropsychidae
Hydropsychidae,2018,MCTE,N,0,L,CF,Hydropsychidae
Hydropsychidae,2017,LOON,Y,0,L,CF,Hydropsychidae
Hydropsychidae,2018,W-100,N,166.66666666666666,L,CF,Hydropsychidae
Hydropsychidae,2018,MCTE,Y,0,L,CF,Hydropsychidae
Ironodes,2017,CHUCK,Y,0,S,SCe,Heptageniidae
Ironodes,2017,LOON,N,0,S,SCe,Heptageniidae
Ironodes,2017,CHUCK,N,0,S,SCe,Heptageniidae
Ironodes,2018,LOON,Y,0,S,SCe,Heptageniidae
Ironodes,2018,MCTE,N,0,S,SCe,Heptageniidae
Ironodes,2018,MCTE,Y,0,S,SCe,Heptageniidae
Ironodes,2017,LOON,Y,0,S,SCe,Heptageniidae
Ironodes,2017,MCTE,N,59.25925925925926,S,SCe,Heptageniidae
