"","Time.Reach.Meter","Portion.Taxon","Sum_Count","Sum_CellCount","Sum_Het"
"297","Pre_Reference15","Algae Calothrix",29944.9541284404,521541.28440367,12477.0642201835
"298","Pre_Reference15","Algae Homoeothrix",12477.0642201835,237064.220183486,0
"299","Pre_Reference15","Algae Leptolyngbya",2495.4128440367,94825.6880733945,0
"300","Pre_Reference15","Algae Sheathia",144733.944954128,3089321.10091743,0
"301","Pre_Reference15","Algae Undetermined Rhodophyte",34935.7798165138,219596.330275229,0
"302","Pre_Reference15","Diatoms Achnanthidium minutissimum",3418.71559633028,3418.71559633028,NA
"303","Pre_Reference15","Diatoms Adlafia langebertalotii",63816.0244648318,63816.0244648318,NA
"304","Pre_Reference15","Diatoms Cocconeis placentula sensu lato",1139.57186544343,1139.57186544343,NA
"305","Pre_Reference15","Diatoms Epithemia",9116.5749235474,9116.5749235474,NA
"306","Pre_Reference15","Diatoms Epithemia smithii",3418.71559633028,3418.71559633028,NA
"307","Pre_Reference15","Diatoms Gomphonema",5697.85932721713,5697.85932721713,NA
"308","Pre_Reference15","Diatoms Gomphonema minusculum",2279.14373088685,2279.14373088685,NA
"309","Pre_Reference15","Diatoms Gomphonema pumilum v. rigidum",300846.972477064,300846.972477064,NA
"310","Pre_Reference15","Diatoms Karayevia suchlandtii",177773.211009174,177773.211009174,NA
"311","Pre_Reference15","Diatoms Mayamaea atomus",4558.2874617737,4558.2874617737,NA
"312","Pre_Reference15","Diatoms Meridion circulare",30768.4403669725,30768.4403669725,NA
"313","Pre_Reference15","Diatoms Navicula reichardtiana",1139.57186544343,1139.57186544343,NA
"314","Pre_Reference15","Diatoms Navicula tripunctata",1139.57186544343,1139.57186544343,NA
"315","Pre_Reference15","Diatoms Planothidium lanceolatum",42164.1590214067,42164.1590214067,NA
"316","Pre_Reference15","Diatoms Psammothidium daonense",7977.00305810398,7977.00305810398,NA
"317","Pre_Reference15","Diatoms Rossithidium nodosum",25070.5810397554,25070.5810397554,NA
"318","Pre_Reference15","Diatoms Sellaphora nigri",1139.57186544343,1139.57186544343,NA
"319","Pre_Reference15","Diatoms Staurosira",2279.14373088685,2279.14373088685,NA
"320","Pre_Reference45","Algae Calothrix",18193.9799331104,2490755.85284282,12735.7859531773
"321","Pre_Reference45","Algae Chamaesiphon",4548.4949832776,236521.739130435,0
"322","Pre_Reference45","Algae Homoeothrix",8187.29096989969,245618.729096991,0
"323","Pre_Reference45","Algae Leptolyngbya",1819.39799331104,54581.9397993313,0
"324","Pre_Reference45","Algae Nostoc",909.698996655521,272909.698996656,0
"325","Pre_Reference45","Algae Sheathia",1819.39799331104,8187.29096989969,0
"326","Pre_Reference45","Algae Undetermined Rhodophyte",43665.551839465,200133.779264215,0
"327","Pre_Reference45","Diatoms Achnanthidium minutissimum",3038.32273586528,3038.32273586528,NA
"328","Pre_Reference45","Diatoms Cocconeis pediculus",607.664547173055,607.664547173055,NA
"329","Pre_Reference45","Diatoms Cocconeis placentula sensu lato",1822.99364151917,1822.99364151917,NA
"330","Pre_Reference45","Diatoms Diatoma mesodon",1215.32909434611,1215.32909434611,NA
"331","Pre_Reference45","Diatoms Eunotia bilunaris",607.664547173055,607.664547173055,NA
"332","Pre_Reference45","Diatoms Fragilaria",607.664547173055,607.664547173055,NA
"333","Pre_Reference45","Diatoms Gomphonema",6076.64547173056,6076.64547173056,NA
"334","Pre_Reference45","Diatoms Gomphonema pumilum v. rigidum",103910.637566592,103910.637566592,NA
"335","Pre_Reference45","Diatoms Gomphonema stoermeri",1215.32909434611,1215.32909434611,NA
"336","Pre_Reference45","Diatoms Karayevia suchlandtii",27952.5691699606,27952.5691699606,NA
"337","Pre_Reference45","Diatoms Meridion circulare",607.664547173055,607.664547173055,NA
"338","Pre_Reference45","Diatoms Navicula cryptotenelloides",1215.32909434611,1215.32909434611,NA
"339","Pre_Reference45","Diatoms Navicula tripunctata",607.664547173055,607.664547173055,NA
"340","Pre_Reference45","Diatoms Planothidium lanceolatum",3645.98728303833,3645.98728303833,NA
"341","Pre_Reference45","Diatoms Ulnaria",607.664547173055,607.664547173055,NA
"342","Pre_Reference75","Algae Calothrix",7684.21052631578,38421.0526315789,0
"343","Pre_Reference75","Algae Chamaesiphon",7684.21052631578,30736.8421052631,0
"344","Pre_Reference75","Algae Sheathia",69157.894736842,729999.999999999,0
"345","Pre_Reference75","Algae Synechococcus",2020947.36842105,40418947.368421,0
"346","Pre_Reference75","Algae Undetermined Rhodophyte",15368.4210526316,61473.6842105263,0
"347","Pre_Reference75","Diatoms Achnanthidium minutissimum",1485.61403508772,1485.61403508772,NA
"348","Pre_Reference75","Diatoms Adlafia langebertalotii",10770.701754386,10770.701754386,NA
"349","Pre_Reference75","Diatoms Cyclotella",371.403508771929,371.403508771929,NA
"350","Pre_Reference75","Diatoms Diatoma mesodon",371.403508771929,371.403508771929,NA
"351","Pre_Reference75","Diatoms Encyonema silesiacum",371.403508771929,371.403508771929,NA
"352","Pre_Reference75","Diatoms Epithemia",742.807017543859,742.807017543859,NA
"353","Pre_Reference75","Diatoms Eunotia",1114.21052631579,1114.21052631579,NA
"354","Pre_Reference75","Diatoms Eunotia bidens",742.807017543859,742.807017543859,NA
"355","Pre_Reference75","Diatoms Eunotia canicula",371.403508771929,371.403508771929,NA
"356","Pre_Reference75","Diatoms Eunotia perpusilla",742.807017543859,742.807017543859,NA
"357","Pre_Reference75","Diatoms Gomphonema",1485.61403508772,1485.61403508772,NA
"358","Pre_Reference75","Diatoms Gomphonema duplipunctatum",371.403508771929,371.403508771929,NA
"359","Pre_Reference75","Diatoms Gomphonema pumilum v. rigidum",132962.456140351,132962.456140351,NA
"360","Pre_Reference75","Diatoms Gomphonema stoermeri",371.403508771929,371.403508771929,NA
"361","Pre_Reference75","Diatoms Gomphosphenia",371.403508771929,371.403508771929,NA
"362","Pre_Reference75","Diatoms Karayevia suchlandtii",52367.894736842,52367.894736842,NA
"363","Pre_Reference75","Diatoms Meridion circulare",2599.82456140351,2599.82456140351,NA
"364","Pre_Reference75","Diatoms Navicula cryptotenella",371.403508771929,371.403508771929,NA
"365","Pre_Reference75","Diatoms Navicula cryptotenelloides",371.403508771929,371.403508771929,NA
"366","Pre_Reference75","Diatoms Planothidium lanceolatum",5199.64912280701,5199.64912280701,NA
"367","Pre_Reference75","Diatoms Psammothidium daonense",1485.61403508772,1485.61403508772,NA
"368","Pre_Reference75","Diatoms Rossithidium nodosum",4456.84210526315,4456.84210526315,NA
"369","Pre_Reference75","Diatoms Rossithidium petersenii",1857.01754385965,1857.01754385965,NA
"370","Pre_Reference75","Diatoms Sellaphora nigri",742.807017543859,742.807017543859,NA
"371","Pre_Reference75","Diatoms Ulnaria contracta",742.807017543859,742.807017543859,NA
"372","Pre_Treatment15","Algae Chamaesiphon",882.943143812707,4414.71571906354,0
"373","Pre_Treatment15","Algae Homoeothrix",3531.77257525083,70635.4515050166,0
"374","Pre_Treatment15","Algae Sheathia",1765.88628762541,15010.033444816,0
"375","Pre_Treatment15","Algae Undetermined Rhodophyte",88294.3143812707,731076.923076921,0
"376","Pre_Treatment15","Diatoms Cocconeis placentula sensu lato",2538.86581645778,2538.86581645778,NA
"377","Pre_Treatment15","Diatoms Gomphonema pumilum v. rigidum",33005.2556139512,33005.2556139512,NA
"378","Pre_Treatment15","Diatoms Karayevia suchlandtii",60425.0064316953,60425.0064316953,NA
"379","Pre_Treatment15","Diatoms Planothidium lanceolatum",42145.1725531992,42145.1725531992,NA
"380","Pre_Treatment15","Diatoms Psammothidium daonense",507.773163291557,507.773163291557,NA
"381","Pre_Treatment45","Algae Homoeothrix",40026.7558528429,780521.739130437,0
"382","Pre_Treatment45","Algae Leptolyngbya",2729.09698996656,54581.9397993313,0
"383","Pre_Treatment45","Algae Phormidium",909.698996655521,13645.4849498328,0
"384","Pre_Treatment45","Algae Sheathia",6367.89297658865,32749.1638795988,0
"385","Pre_Treatment45","Algae Undetermined Rhodophyte",59130.4347826089,400267.558528429,0
"386","Pre_Treatment45","Diatoms Achnanthidium minutissimum",2656.32107023412,2656.32107023412,NA
"387","Pre_Treatment45","Diatoms Adlafia langebertalotii",664.08026755853,664.08026755853,NA
"388","Pre_Treatment45","Diatoms Cocconeis pediculus",1328.16053511706,1328.16053511706,NA
"389","Pre_Treatment45","Diatoms Cocconeis placentula sensu lato",9629.16387959869,9629.16387959869,NA
"390","Pre_Treatment45","Diatoms Diatoma mesodon",1992.24080267559,1992.24080267559,NA
"391","Pre_Treatment45","Diatoms Eunotia",9297.12374581942,9297.12374581942,NA
"392","Pre_Treatment45","Diatoms Eunotia incisa",996.120401337795,996.120401337795,NA
"393","Pre_Treatment45","Diatoms Eunotia minor",1660.20066889633,1660.20066889633,NA
"394","Pre_Treatment45","Diatoms Eunotia perpusilla",3652.44147157192,3652.44147157192,NA
"395","Pre_Treatment45","Diatoms Frustulia krammeri",332.040133779265,332.040133779265,NA
"396","Pre_Treatment45","Diatoms Gomphonema",1992.24080267559,1992.24080267559,NA
"397","Pre_Treatment45","Diatoms Gomphonema pumilum v. rigidum",63751.7056856189,63751.7056856189,NA
"398","Pre_Treatment45","Diatoms Gomphosphenia americana",2988.36120401339,2988.36120401339,NA
"399","Pre_Treatment45","Diatoms Karayevia suchlandtii",27891.3712374583,27891.3712374583,NA
"400","Pre_Treatment45","Diatoms Meridion circulare",8301.00334448163,8301.00334448163,NA
"401","Pre_Treatment45","Diatoms Navicula cryptotenelloides",332.040133779265,332.040133779265,NA
"402","Pre_Treatment45","Diatoms Navicula reichardtiana",332.040133779265,332.040133779265,NA
"403","Pre_Treatment45","Diatoms Planothidium frequentissimum",996.120401337795,996.120401337795,NA
"404","Pre_Treatment45","Diatoms Planothidium haynaldii",4316.52173913045,4316.52173913045,NA
"405","Pre_Treatment45","Diatoms Planothidium lanceolatum",47149.6989966556,47149.6989966556,NA
"406","Pre_Treatment45","Diatoms Psammothidium daonense",1328.16053511706,1328.16053511706,NA
"407","Pre_Treatment45","Diatoms Rossithidium nodosum",332.040133779265,332.040133779265,NA
"408","Pre_Treatment45","Diatoms Rossithidium petersenii",6308.76254180604,6308.76254180604,NA
"409","Pre_Treatment45","Diatoms Sellaphora atomoides",664.08026755853,664.08026755853,NA
"410","Pre_Treatment45","Diatoms Stauroneis kriegeri",332.040133779265,332.040133779265,NA
"411","Pre_Treatment75","Algae Calothrix",1262.60412099956,10100.8329679965,0
"412","Pre_Treatment75","Algae Homoeothrix",1262.60412099956,12626.0412099956,0
"413","Pre_Treatment75","Algae Sheathia",1262.60412099956,8838.22884699693,0
"414","Pre_Treatment75","Algae Synechococcus",161613.327487944,16161332.7487944,0
"415","Pre_Treatment75","Algae Undetermined Rhodophyte",25252.0824199912,448224.462954844,0
"416","Pre_Treatment75","Diatoms Achnanthidium minutissimum",782.814555019728,782.814555019728,NA
"417","Pre_Treatment75","Diatoms Cocconeis placentula sensu lato",391.407277509864,391.407277509864,NA
"418","Pre_Treatment75","Diatoms Diatoma mesodon",391.407277509864,391.407277509864,NA
"419","Pre_Treatment75","Diatoms Eunotia",1565.62911003946,1565.62911003946,NA
"420","Pre_Treatment75","Diatoms Eunotia minor",391.407277509864,391.407277509864,NA
"421","Pre_Treatment75","Diatoms Eunotia perpusilla",1565.62911003946,1565.62911003946,NA
"422","Pre_Treatment75","Diatoms Fragilaria",391.407277509864,391.407277509864,NA
"423","Pre_Treatment75","Diatoms Gomphonema exilissimum",391.407277509864,391.407277509864,NA
"424","Pre_Treatment75","Diatoms Gomphonema pumilum v. rigidum",128381.587023235,128381.587023235,NA
"425","Pre_Treatment75","Diatoms Karayevia suchlandtii",13699.2547128452,13699.2547128452,NA
"426","Pre_Treatment75","Diatoms Meridion circulare",4305.4800526085,4305.4800526085,NA
"427","Pre_Treatment75","Diatoms Navicula cryptotenella",391.407277509864,391.407277509864,NA
"428","Pre_Treatment75","Diatoms Planothidium haynaldii",391.407277509864,391.407277509864,NA
"429","Pre_Treatment75","Diatoms Planothidium lanceolatum",81021.3064445419,81021.3064445419,NA
"430","Pre_Treatment75","Diatoms Psammothidium daonense",782.814555019728,782.814555019728,NA
